date,time_UTC,lat,lon,Dive
20160725,21:19:16.8280,41.80645,-65.50427,20160725_54
20160725,21:19:56.8790,41.808385,-65.504062,20160725_54
20160725,21:20:36.8809,41.810327,-65.50387,20160725_61
20160725,21:21:16.8320,41.812278,-65.503683,20160725_61
20160725,21:21:32.8320,41.813062,-65.503617,20160725_61
20160725,21:22:12.8839,41.815018,-65.503397,20160725_61
20160725,21:22:52.8349,41.816982,-65.503167,20160725_61
20160725,21:23:32.8369,41.818943,-65.502937,20160725_61
20160725,21:24:12.8390,41.82089,-65.50278,20160725_61
20160725,21:24:52.8899,41.822825,-65.502578,20160725_61
20160725,21:25:32.8409,41.824762,-65.502345,20160725_61
20160725,21:26:12.8930,41.826713,-65.502173,20160725_61
20160725,21:26:52.8439,41.82867,-65.501945,20160725_61
20160725,21:27:32.8460,41.830635,-65.501698,20160725_61
20160725,21:28:12.8470,41.83261,-65.5015,20160725_61
20160725,21:28:52.8979,41.834592,-65.501267,20160725_61
20160725,21:29:32.9000,41.836583,-65.501027,20160725_61
20160725,21:30:12.8509,41.838597,-65.500793,20160725_61
20160725,21:30:52.8530,41.840613,-65.500545,20160725_61
20160725,21:31:32.8540,41.842623,-65.500335,20160725_61
20160725,21:32:12.8560,41.844627,-65.500103,20160725_61
20160725,21:32:52.8569,41.84666,-65.499872,20160725_61
20160725,21:33:32.8590,41.848627,-65.499692,20160725_61
20160725,21:34:12.8600,41.850563,-65.499455,20160725_61
20160725,21:34:52.8620,41.852492,-65.499288,20160725_61
20160725,21:35:32.8630,41.854413,-65.499115,20160725_61
20160725,21:36:12.8649,41.856358,-65.498982,20160725_61
20160725,21:36:52.8660,41.858333,-65.498847,20160725_61
20160725,21:37:32.8680,41.860353,-65.498782,20160725_61
20160725,21:38:12.8690,41.862392,-65.498815,20160725_61
20160725,21:38:52.8710,41.864468,-65.498803,20160725_61
20160725,21:39:32.8720,41.866488,-65.498903,20160725_61
20160725,21:22:12.8839,41.815018,-65.503397,20160725_64
20160725,21:22:52.8349,41.816982,-65.503167,20160725_64
20160725,21:23:32.8369,41.818943,-65.502937,20160725_64
20160725,21:24:12.8390,41.82089,-65.50278,20160725_64
20160725,21:24:52.8899,41.822825,-65.502578,20160725_64
20160725,21:25:32.8409,41.824762,-65.502345,20160725_64
20160725,21:26:12.8930,41.826713,-65.502173,20160725_64
20160725,21:26:52.8439,41.82867,-65.501945,20160725_64
20160725,21:27:32.8460,41.830635,-65.501698,20160725_64
20160725,21:28:12.8470,41.83261,-65.5015,20160725_64
20160725,21:28:52.8979,41.834592,-65.501267,20160725_64
20160725,21:29:32.9000,41.836583,-65.501027,20160725_64
20160725,21:30:12.8509,41.838597,-65.500793,20160725_64
